"ControlNr";"Category";"BBN";"Title";"Description";"ResourceName";"ResourceInstanceName";"CISNumber";"MeasuresCount";"Score";"Timestamp";"RequiredMeasure"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADGroup";"AADGroup-Intune-win-dd-windows-autopilot-device-preparation-staff";"CIS-5.1.3.1";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADGroup";"AADGroup-Intune-win-dd-windows-autopilot-device-preparation-staff";"CIS-5.1.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADGroup";"AADGroup-Intune-win-dd-windows-autopilot-device-preparation-staff";"CIS-5.1.3.1";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADGroup";"AADGroup-Intune-win-dd-windows-autopilot-device-preparation-staff";"CIS-5.1.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-5.1.5.2";"1";"1";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-5.1.5.2";"1";"1";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-5.1.5.2";"1";"1";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-5.1.5.2";"1";"1";"2024-07-01 11:52:24";"Niet Bekend"
"8.9";"Technologisch";"1";"Configuratiebeheer";"Configuraties, met inbegrip van beveiligingsconfiguraties, van hardware, software, diensten en netwerken behoren te worden vastgesteld, gedocumenteerd, geïmplementeerd, gemonitord en beoordeeld.";"EXOSharingPolicy";"EXOSharingPolicy-Default Sharing Policy";"CIS-1.3.3";"1";"0";"2024-07-01 11:52:24";"Is een nieuwe control. Er zijn geen maatregelen nodig. De implementatie-aanwijziging geeft voldoende houvast."
"8.1";"Technologisch";"1";"'User endpoint devices'";"Informatie die is opgeslagen op, wordt verwerkt door of toegankelijk is via 'user endpoint devices' behoort te worden beschermd.";"EXOSafeLinksPolicy";"EXOSafeLinksPolicy-Built-In Protection Policy";"CIS-2.1.1";"1";"1";"2024-07-01 11:52:24";"Mobiele apparatuur is zo ingericht dat bedrijfsinformatie niet onbewust wordt opgeslagen ('zero footprint'). Als zero footprint (nog) niet realiseerbaar is, biedt een mobiel apparaat (zoals een laptop, tablet en smartphone) de mogelijkheid om de toegang te beschermen door middel van een toegangsbeveiligingsmechanisme en, indien vertrouwelijke gegevens worden opgeslagen, versleuteling van die gegevens. In het geval van opslag van vertrouwelijke informatie moet op deze mobiele apparatuur 'wissen op afstand' mogelijk zijn."
"8.7";"Technologisch";"1";"Bescherming tegen malware";"Bescherming tegen malware behoort te worden geïmplementeerd en ondersteund door een passend gebruikersbewustzijn.";"EXOSafeLinksPolicy";"EXOSafeLinksPolicy-Built-In Protection Policy";"CIS-2.1.1";"1";"1";"2024-07-01 11:52:24";"Het downloaden van bestanden is beheerst en beperkt op basis van risico en need-of-use."
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-2.7";"1";"1";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-2.7";"1";"1";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-2.7";"1";"1";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADAuthorizationPolicy";"AADAuthorizationPolicy";"CIS-2.7";"1";"1";"2024-07-01 11:52:24";"Niet Bekend"
"101";"Documented unmapped Microsoft 365 Control";"0";"Gedocumenteerde ontbreking van ISO mapping";"CIS heeft geen ISO Control gemapped voor deze CIS Safeguard control, maar dit als zodanig gedocumenteerd";"EXORoleAssignmentPolicy";"EXORoleAssignmentPolicy-Default Role Assignment Policy";"CIS-6.3.1";"1";"1";"2024-07-01 11:52:24";"N/A"
"8.9";"Technologisch";"1";"Configuratiebeheer";"Configuraties, met inbegrip van beveiligingsconfiguraties, van hardware, software, diensten en netwerken behoren te worden vastgesteld, gedocumenteerd, geïmplementeerd, gemonitord en beoordeeld.";"O365OrgSettings";"O365OrgSettings";"CIS-1.3.4";"1";"0";"2024-07-01 11:52:24";"Is een nieuwe control. Er zijn geen maatregelen nodig. De implementatie-aanwijziging geeft voldoende houvast."
"8.1";"Technologisch";"1";"'User endpoint devices'";"Informatie die is opgeslagen op, wordt verwerkt door of toegankelijk is via 'user endpoint devices' behoort te worden beschermd.";"O365OrgSettings";"O365OrgSettings";"CIS-1.3.5";"1";"1";"2024-07-01 11:52:24";"Mobiele apparatuur is zo ingericht dat bedrijfsinformatie niet onbewust wordt opgeslagen ('zero footprint'). Als zero footprint (nog) niet realiseerbaar is, biedt een mobiel apparaat (zoals een laptop, tablet en smartphone) de mogelijkheid om de toegang te beschermen door middel van een toegangsbeveiligingsmechanisme en, indien vertrouwelijke gegevens worden opgeslagen, versleuteling van die gegevens. In het geval van opslag van vertrouwelijke informatie moet op deze mobiele apparatuur 'wissen op afstand' mogelijk zijn."
"8.7";"Technologisch";"1";"Bescherming tegen malware";"Bescherming tegen malware behoort te worden geïmplementeerd en ondersteund door een passend gebruikersbewustzijn.";"O365OrgSettings";"O365OrgSettings";"CIS-1.3.5";"1";"1";"2024-07-01 11:52:24";"Het downloaden van bestanden is beheerst en beperkt op basis van risico en need-of-use."
"100";"Explicitly unmapped Microsoft 365 Control";"0";"Expliciet geen mapped CIS Safeguard control";"CIS heeft expliciet geen Safeguard control gemapped voor deze M365 control";"EXOOrganizationConfig";"EXOOrganizationConfig";"CIS-1.3.6";"1";"0";"2024-07-01 11:52:24";"N/A"
"5.9";"Organisatorisch";"1";"Inventarisatie van informatie en andere gerelateerde bedrijfsmiddelen";"Er behoort een inventarislijst van informatie en andere gerelateerde bedrijfsmiddelen, met inbegrip van de eigenaren, te worden opgesteld en onderhouden.";"SCLabelPolicy";"SCLabelPolicy-Global sensitivity label policy";"CIS-3.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.12";"Organisatorisch";"1";"Classificeren van informatie";"Informatie behoort te worden geclassificeerd volgens de informatiebeveiligingsbehoeften van de organisatie, op basis van de eisen voor vertrouwelijkheid, integriteit, beschikbaarheid en relevante belanghebbenden.";"SCLabelPolicy";"SCLabelPolicy-Global sensitivity label policy";"CIS-3.3.1";"1";"0";"2024-07-01 11:52:24";"De informatie in alle informatiesystemen is door middel van een expliciete risicoafweging geclassificeerd, zodat duidelijk is welke bescherming nodig is."
"5.13";"Organisatorisch";"1";"Labelen van informatie";"Om informatie te labelen behoort een passende reeks procedures te worden vastgesteld en geïmplementeerd in overeenstemming met het informatieclassificatieschema dat is vastgesteld door de organisatie.";"SCLabelPolicy";"SCLabelPolicy-Global sensitivity label policy";"CIS-3.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.33";"Organisatorisch";"2";"Beschermen van registraties";"Registraties behoren te worden beschermd tegen verlies, vernietiging, vervalsing, toegang door onbevoegden en ongeoorloofde vrijgave.";"SCLabelPolicy";"SCLabelPolicy-Global sensitivity label policy";"CIS-3.3.1";"1";"0";"2024-07-01 11:52:24";"De proceseigenaar heeft per soort informatie inzichtelijk gemaakt wat de bewaartermijn is."
"8.12";"Technologisch";"2";"Voorkomen van gegevenslekken (Data leakage prevention)";"Maatregelen om gegevenslekken te voorkomen behoren te worden toegepast in systemen, netwerken en andere apparaten waarop of waarmee gevoelige informatie wordt verwerkt, opgeslagen of getransporteerd.";"SCLabelPolicy";"SCLabelPolicy-Global sensitivity label policy";"CIS-3.3.1";"1";"0";"2024-07-01 11:52:24";"Is een nieuwe control. Er zijn geen maatregelen nodig. De implementatie-aanwijziging geeft voldoende houvast."
"5.9";"Organisatorisch";"1";"Inventarisatie van informatie en andere gerelateerde bedrijfsmiddelen";"Er behoort een inventarislijst van informatie en andere gerelateerde bedrijfsmiddelen, met inbegrip van de eigenaren, te worden opgesteld en onderhouden.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for Teams";"CIS-3.2.1";"1";"1";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for Teams";"CIS-3.2.1";"1";"1";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"8.1";"Technologisch";"1";"'User endpoint devices'";"Informatie die is opgeslagen op, wordt verwerkt door of toegankelijk is via 'user endpoint devices' behoort te worden beschermd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for Teams";"CIS-3.2.1";"1";"1";"2024-07-01 11:52:24";"Mobiele apparatuur is zo ingericht dat bedrijfsinformatie niet onbewust wordt opgeslagen ('zero footprint'). Als zero footprint (nog) niet realiseerbaar is, biedt een mobiel apparaat (zoals een laptop, tablet en smartphone) de mogelijkheid om de toegang te beschermen door middel van een toegangsbeveiligingsmechanisme en, indien vertrouwelijke gegevens worden opgeslagen, versleuteling van die gegevens. In het geval van opslag van vertrouwelijke informatie moet op deze mobiele apparatuur 'wissen op afstand' mogelijk zijn."
"5.9";"Organisatorisch";"1";"Inventarisatie van informatie en andere gerelateerde bedrijfsmiddelen";"Er behoort een inventarislijst van informatie en andere gerelateerde bedrijfsmiddelen, met inbegrip van de eigenaren, te worden opgesteld en onderhouden.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for devices";"CIS-3.2.1";"1";"1";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for devices";"CIS-3.2.1";"1";"1";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"8.1";"Technologisch";"1";"'User endpoint devices'";"Informatie die is opgeslagen op, wordt verwerkt door of toegankelijk is via 'user endpoint devices' behoort te worden beschermd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for devices";"CIS-3.2.1";"1";"1";"2024-07-01 11:52:24";"Mobiele apparatuur is zo ingericht dat bedrijfsinformatie niet onbewust wordt opgeslagen ('zero footprint'). Als zero footprint (nog) niet realiseerbaar is, biedt een mobiel apparaat (zoals een laptop, tablet en smartphone) de mogelijkheid om de toegang te beschermen door middel van een toegangsbeveiligingsmechanisme en, indien vertrouwelijke gegevens worden opgeslagen, versleuteling van die gegevens. In het geval van opslag van vertrouwelijke informatie moet op deze mobiele apparatuur 'wissen op afstand' mogelijk zijn."
"5.9";"Organisatorisch";"1";"Inventarisatie van informatie en andere gerelateerde bedrijfsmiddelen";"Er behoort een inventarislijst van informatie en andere gerelateerde bedrijfsmiddelen, met inbegrip van de eigenaren, te worden opgesteld en onderhouden.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for Teams";"CIS-3.2.2";"1";"1";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for Teams";"CIS-3.2.2";"1";"1";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"8.1";"Technologisch";"1";"'User endpoint devices'";"Informatie die is opgeslagen op, wordt verwerkt door of toegankelijk is via 'user endpoint devices' behoort te worden beschermd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for Teams";"CIS-3.2.2";"1";"1";"2024-07-01 11:52:24";"Mobiele apparatuur is zo ingericht dat bedrijfsinformatie niet onbewust wordt opgeslagen ('zero footprint'). Als zero footprint (nog) niet realiseerbaar is, biedt een mobiel apparaat (zoals een laptop, tablet en smartphone) de mogelijkheid om de toegang te beschermen door middel van een toegangsbeveiligingsmechanisme en, indien vertrouwelijke gegevens worden opgeslagen, versleuteling van die gegevens. In het geval van opslag van vertrouwelijke informatie moet op deze mobiele apparatuur 'wissen op afstand' mogelijk zijn."
"5.9";"Organisatorisch";"1";"Inventarisatie van informatie en andere gerelateerde bedrijfsmiddelen";"Er behoort een inventarislijst van informatie en andere gerelateerde bedrijfsmiddelen, met inbegrip van de eigenaren, te worden opgesteld en onderhouden.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for devices";"CIS-3.2.2";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for devices";"CIS-3.2.2";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"8.1";"Technologisch";"1";"'User endpoint devices'";"Informatie die is opgeslagen op, wordt verwerkt door of toegankelijk is via 'user endpoint devices' behoort te worden beschermd.";"SCDLPCompliancePolicy";"SCDLPCompliancePolicy-Default policy for devices";"CIS-3.2.2";"1";"0";"2024-07-01 11:52:24";"Mobiele apparatuur is zo ingericht dat bedrijfsinformatie niet onbewust wordt opgeslagen ('zero footprint'). Als zero footprint (nog) niet realiseerbaar is, biedt een mobiel apparaat (zoals een laptop, tablet en smartphone) de mogelijkheid om de toegang te beschermen door middel van een toegangsbeveiligingsmechanisme en, indien vertrouwelijke gegevens worden opgeslagen, versleuteling van die gegevens. In het geval van opslag van vertrouwelijke informatie moet op deze mobiele apparatuur 'wissen op afstand' mogelijk zijn."
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.3";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.3";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.3";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.3";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.4";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.4";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.4";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.4";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.5";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.5";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.5";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.5";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.6";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.6";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.6";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.6";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.7";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.7";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.7";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.7";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"100";"Explicitly unmapped Microsoft 365 Control";"0";"Expliciet geen mapped CIS Safeguard control";"CIS heeft expliciet geen Safeguard control gemapped voor deze M365 control";"SPOSharingSettings";"SPOSharingSettings";"CIS-7.2.9";"1";"0";"2024-07-01 11:52:24";"N/A"
"101";"Documented unmapped Microsoft 365 Control";"0";"Gedocumenteerde ontbreking van ISO mapping";"CIS heeft geen ISO Control gemapped voor deze CIS Safeguard control, maar dit als zodanig gedocumenteerd";"SPOSite";"SPOSite-Communicatiesite";"CIS-7.3.4";"1";"1";"2024-07-01 11:52:24";"N/A"
"101";"Documented unmapped Microsoft 365 Control";"0";"Gedocumenteerde ontbreking van ISO mapping";"CIS heeft geen ISO Control gemapped voor deze CIS Safeguard control, maar dit als zodanig gedocumenteerd";"SPOSite";"SPOSite-All Company";"CIS-7.3.4";"1";"1";"2024-07-01 11:52:24";"N/A"
"101";"Documented unmapped Microsoft 365 Control";"0";"Gedocumenteerde ontbreking van ISO mapping";"CIS heeft geen ISO Control gemapped voor deze CIS Safeguard control, maar dit als zodanig gedocumenteerd";"SPOSite";"SPOSite-Group for Answers in Viva Engage – DO NOT DELETE 60774432769";"CIS-7.3.4";"1";"1";"2024-07-01 11:52:24";"N/A"
"101";"Documented unmapped Microsoft 365 Control";"0";"Gedocumenteerde ontbreking van ISO mapping";"CIS heeft geen ISO Control gemapped voor deze CIS Safeguard control, maar dit als zodanig gedocumenteerd";"SPOSite";"SPOSite-Interstellar (TEST)";"CIS-7.3.4";"1";"1";"2024-07-01 11:52:24";"N/A"
